"RMS_received_1","RMS_received_2","RMS_received_3","RMS_received_4","RMS_received_5","RMS_received_6"
89.63,78.18,86.75,83.92,82.62,78.79
88.87,82.26,90.68,81.19,88.74,77.55
79.03,79.26,85.25,76.53,83.33,NA
85.28,89.01,89.41,81.75,81.06,NA
81.21,81.84,NA,82.97,81.46,79.28
87.28,85.06,NA,84.43,85.56,NA
88.51,88.58,92.42,88.22,87.61,82.51
NA,NA,NA,90.07,90.16,NA
90.15,79.12,79.21,74.43,NA,NA
NA,87.84,NA,85.57,NA,NA
NA,NA,79.27,76.1,NA,NA
86.17,88.06,86.49,86.96,87.75,83.29
79.98,86.48,87.31,86.47,87.8,NA
89.94,84.16,92.23,84.65,86.87,83.61
85.48,89.18,83.23,93.62,NA,NA
NA,NA,74.12,76.68,83.02,85.9
NA,82.18,NA,86.58,NA,NA
NA,80.53,NA,82.81,73.65,NA
NA,NA,NA,NA,82.03,79.69
97.18,93.47,98.9,94.15,94.19,87.28
92.15,87.42,87.85,85.58,87.89,83.25
97.86,95.47,100.2,95.29,94.23,87.35
NA,74.54,NA,79.59,NA,NA
NA,79.3,74.39,79.71,NA,NA
NA,NA,NA,78.78,78.28,NA
93.42,92.01,94.23,94.6,NA,NA
NA,88.7,NA,83.27,NA,NA
92.41,NA,85.26,82.8,NA,NA
95.41,86.65,89.19,83.55,NA,NA
89.5,91.22,90.97,NA,NA,NA
80.52,82.03,79.29,76.74,79.1,NA
99.5,94.19,99.48,93.1,94.41,88.53
92.38,96.21,93.26,98.07,93.98,90.01
NA,89.72,91.22,NA,NA,NA
80.44,80.24,80.11,82.57,80.06,80.41
89.45,95.05,94.14,88.17,90.33,81.1
84.04,80.3,NA,79.4,75.94,NA
94.18,93.45,101.57,95.3,96.71,88.96
87,89.57,NA,NA,NA,NA
81.48,75.19,75.31,NA,76.42,72.88
NA,83.52,83.29,NA,NA,NA
80.44,84.39,NA,80.9,NA,NA
85.55,NA,84.31,NA,NA,NA
89.39,83,NA,76.72,89.44,85.11
91.29,86.64,NA,NA,NA,NA
75.29,NA,90.98,72.29,90.23,90.01
NA,87.49,95.72,NA,NA,NA
96.89,92.98,97.05,89.71,95.02,89
NA,83.83,80.77,74.62,80.84,76.92
85.19,85.85,83,91.81,88.38,87.26
88.71,91.87,87.93,92.33,89.84,87.01
86.63,88.93,NA,87.15,NA,NA
NA,NA,NA,80.95,77.73,NA
107.79,92.62,92.19,87.37,87.58,82.39
100.11,90.31,84.71,85.56,NA,NA
NA,83.51,88.4,NA,NA,NA
91.15,NA,87.01,81.39,NA,NA
95.17,87.39,89.71,84.05,NA,NA
91.16,87.43,NA,NA,NA,NA
89.38,88.94,89.51,86.24,88.1,82.73
91.16,80.73,NA,NA,NA,NA
NA,93.04,NA,90.32,NA,NA
NA,85.41,NA,83.51,NA,NA
87.94,87.03,86.57,89.13,86.56,85.23
100.49,90.76,91.98,NA,86.63,82.52
82.79,86.34,88.6,83.83,83.67,77.96
100.78,87.8,92.96,84.93,84.48,NA
NA,89.87,87.52,NA,89.23,NA
88.75,90.07,87.77,86.06,88.17,NA
89.16,80.68,89.24,87.25,89,NA
NA,NA,76.2,79.52,NA,NA
86.23,88.13,87.34,83.72,82.82,NA
NA,89.39,88.23,NA,NA,NA
NA,NA,NA,85.76,73.96,NA
99.73,91.26,90.84,82.18,NA,NA
NA,86.4,NA,77.76,NA,NA
92.06,86.04,NA,NA,NA,NA
89.84,95.79,NA,88.74,NA,NA
95.21,NA,92.13,NA,86.01,77.11
85.44,78.92,89.15,87.84,88.73,83.18
NA,92.52,NA,93.63,NA,NA
87.69,87.62,87.96,NA,88.29,85.98
89.67,88.32,88.33,88.49,88.46,86.06
86.99,87.71,NA,89.43,NA,NA
NA,NA,NA,NA,80.27,82.54
90.2,93.14,NA,NA,NA,NA
NA,88.17,NA,87.27,NA,NA
92.55,89.78,91.07,NA,NA,NA
NA,NA,NA,87.11,88.82,84.38
91.64,92.51,99.15,NA,91.82,NA
87,NA,90.1,82.1,NA,NA
85.75,NA,81.29,NA,NA,NA
94.38,75.35,90.96,74.08,92.47,NA
NA,NA,NA,89.78,87.21,84.09
88.9,93.3,89.08,86.43,91.66,78.68
81.86,78.94,80.35,82.15,NA,NA
NA,90.39,NA,85.78,NA,NA
87.87,NA,91.34,84.47,85.18,NA
100.89,92.45,91.05,86.53,NA,NA
85.17,87.31,89.31,84.89,80.24,79.9
90.98,90.58,NA,86.41,86.1,81.27
NA,77.54,83.22,81.2,NA,NA
83.04,80.62,NA,NA,NA,NA
NA,86.15,NA,88.44,NA,NA
77.06,84.15,76.69,83.35,81.56,NA
91.82,89.82,NA,NA,NA,NA
NA,NA,95.14,88.83,86.04,85.19
91.74,89.14,89.02,86.05,NA,NA
NA,NA,80.22,77.37,NA,NA
80.24,NA,83.87,NA,87.17,82.02
NA,75.76,NA,80.65,NA,NA
NA,84.1,NA,88.69,NA,NA
NA,NA,NA,93.89,84.98,86.55
86.08,82.95,87.25,79.73,NA,NA
NA,NA,NA,87.31,88.49,81.85
86.29,88.85,86.26,87.73,86.61,81.97
90.38,93.03,NA,89.11,90.03,80.88
87.92,90.19,87.52,NA,89.34,NA
92.46,96.66,89.97,96.81,92.87,92.24
85.17,81.57,NA,82.09,NA,NA
NA,NA,NA,NA,82.69,83.29
NA,89.58,NA,84.9,NA,NA
92.71,96.35,89.64,90.58,90.5,84.92
NA,84.76,NA,87.42,NA,NA
NA,79.7,80.88,NA,NA,NA
NA,NA,NA,NA,83.27,80.26
NA,89.05,NA,88.72,83.14,85.63
88.89,85.39,87.75,85.38,NA,NA
NA,NA,NA,NA,82.3,79.72
NA,88.59,NA,89.21,86.67,86.3
89.51,85.54,NA,86.92,84.98,81.84
85.5,84.8,NA,NA,NA,NA
105.11,93.09,93.5,87.19,86.73,81.97
89.97,85.95,92.85,86.99,89.78,84.14
NA,85.42,89.16,83.86,NA,NA
95.35,91.48,95.99,86.05,89.14,85.08
83.2,74.31,NA,NA,NA,NA
82.97,88.21,89.96,87.06,85.87,82.48
NA,82.1,NA,78.85,NA,NA
NA,79.2,NA,88.75,83.47,78.84
NA,86.14,90.75,84.49,84.63,82.54
92.67,88.52,91.8,88.21,87.84,82.89
77.63,76.14,76.92,80.51,NA,NA
89.68,91.39,NA,87.19,85.42,82.78
91.8,NA,89.83,85.87,NA,NA
NA,88.14,89.96,83.15,NA,NA
NA,NA,87.9,86.05,87.98,82.52
NA,NA,84.79,83.49,NA,NA
91.26,90.37,84.9,81.53,NA,NA
NA,NA,84.44,86.94,87.6,79.7
NA,92.55,95.83,88.2,90.03,85.18
89.49,89.28,88.94,90,84.43,83.39
90.89,90.4,88.24,86.98,85.55,78.21
NA,NA,NA,87.63,88.32,82.44
NA,90.56,NA,93.55,NA,NA
NA,NA,NA,NA,88.37,85.44
89.04,93.17,90.66,NA,91.4,91.35
91.1,93.24,91.55,96.9,95.21,92.26
78.22,80.08,NA,NA,NA,NA
92.55,92.35,91.97,90.42,89.13,84.62
NA,89.02,NA,94.32,NA,NA
85.33,85.03,NA,88.57,NA,NA
NA,83.75,81.02,NA,NA,NA
84.62,83.8,88.03,84.91,NA,NA
87.29,92.24,86.87,87.83,83.58,NA
86.17,NA,89.18,85.51,NA,NA
85.97,83.6,89.84,NA,NA,NA
86.19,75.86,94.28,99.79,NA,NA
NA,NA,NA,NA,79.9,88.11
NA,NA,76.2,81.18,95.55,98.22
80.65,NA,82.51,NA,NA,NA
87.97,NA,88.53,86.62,NA,NA
NA,NA,89.65,86.59,NA,NA
86.47,85.06,82.97,83.77,84.54,83.28
84.99,NA,87.35,84.66,NA,NA
86.49,90.31,88.87,89.78,87.21,85.48
NA,86.94,NA,86.99,NA,NA
NA,NA,81.67,74.15,NA,NA
86.17,85.88,NA,87.37,NA,NA
NA,86.86,NA,86.56,NA,NA
NA,88.64,NA,88.75,NA,NA
87.77,89.56,86.94,87.36,86.5,NA
91.27,89.06,93.83,88.69,89.78,NA
89.32,92.66,NA,90.82,91.41,87.73
92.78,90.68,89.38,96.12,94.74,91
NA,90.58,NA,88.9,91.62,NA
98.26,88.42,NA,NA,NA,NA
91.54,92.77,94.91,NA,90.63,86.08
94.6,95.61,94.63,90.31,87,74.76
91.33,92.92,NA,88.18,NA,NA
102.64,99.73,98.83,94.86,91.52,89.57
83.46,91.63,87.24,87.04,91.77,NA
99.73,97.16,95.3,92.49,NA,NA
91.2,92.37,NA,84.04,NA,NA
95.88,91.6,NA,NA,NA,NA
99.7,90.02,87.54,NA,NA,NA
81.71,85.41,79.14,NA,NA,NA
NA,91.94,NA,89.16,85.8,83.84
88.54,91.68,NA,89.8,NA,NA
87.91,91.29,87.73,86.14,82.61,83.56
83.68,80.39,NA,NA,NA,NA
83.67,84.8,NA,79.94,NA,NA
99.66,98.21,95.24,91.68,89.6,86.69
92.2,86.74,NA,NA,NA,NA
88.14,89.54,NA,NA,NA,NA
83.06,82.99,85.32,80.23,NA,NA
NA,90.68,NA,88.93,NA,NA
NA,NA,86.38,83.71,NA,NA
89.1,91.15,NA,87.66,NA,NA
93.76,80.55,93.07,97.36,96.6,92.11
90.02,90.75,88.25,91.63,92.08,NA
82.78,86.13,84.57,NA,NA,NA
90.4,92.01,89.97,95.29,NA,NA
84.04,84.77,NA,NA,NA,NA
85.92,85.33,86.09,NA,86.69,NA
85.58,82.28,NA,NA,NA,NA
82.64,NA,79.53,NA,NA,NA
86.57,88.26,NA,84.89,NA,NA
87.08,80.06,NA,NA,NA,NA
85.3,78.15,83.4,84.19,NA,NA
90.81,78.35,92.06,96.7,93.02,91.97
97.95,97.17,93.73,90.66,88.38,NA
NA,NA,NA,NA,90.24,86.93
96.55,93.98,88.62,86.66,85.14,NA
NA,79.75,NA,79.76,NA,NA
NA,87.3,86.46,88.72,86.46,NA
88.25,92.41,NA,90.56,91.87,87.61
NA,88.33,NA,85.78,NA,NA
79.95,85.99,85.66,84.19,82.62,NA
83.51,85.65,86.41,84.67,NA,NA
79.25,86.07,83.75,NA,NA,NA
90.07,86.27,NA,NA,NA,NA
84.65,93.64,NA,NA,NA,NA
89.65,88.24,NA,NA,NA,NA
82.21,85.57,85.85,82.93,NA,NA
NA,84.02,84.26,NA,NA,NA
91.27,87.36,92.56,87.43,89.43,NA
84.86,88.52,87.82,87.64,83.18,81.68
86.78,89.32,NA,87.86,NA,NA
82.27,NA,85.26,84.09,NA,NA
92.79,91.62,NA,90.41,NA,NA
NA,NA,88.33,88.27,85.32,NA
NA,NA,80.92,83.69,NA,NA
90.67,91.84,88.51,94.26,88.81,NA
85.68,90.34,86.81,97.8,89.91,85.94
92.3,95.25,94.4,96.7,95.78,89.9
88.95,89.79,87.2,91.28,89.82,87.58
85.24,88.31,NA,86.36,NA,NA
89.56,91.96,91.69,91.79,88.77,85.11
91.75,94.33,91.87,97.83,96.31,87.21
87.74,84.86,NA,88.91,NA,NA
NA,NA,NA,NA,87.87,85.88
90.26,93.02,90.57,93.16,88.97,86.63
NA,NA,93.15,100.36,81.29,96.43
95.18,97.21,91.32,99,99.33,88.86
88.18,91.13,89.46,91.37,88.19,87.32
NA,86.29,NA,87.93,NA,NA
85.35,91.7,86.38,91.47,NA,NA
89.78,96.81,91.34,94.14,89.05,NA
91.58,98.87,93.95,97.7,91.65,84.46
89.28,96.22,92.55,96.27,94.97,91.23
91.77,96.63,95.16,98.01,96.35,90.02
94.08,94.73,93.07,80.96,96.65,92.87
84.81,88.88,NA,85.96,NA,NA
87.23,87.46,86.57,90.3,88.27,NA
92.2,93.3,91.71,97.06,NA,NA
86.56,90.21,91,79.2,94.1,86.83
81.81,87.39,NA,86.11,NA,NA
84.79,83.51,NA,NA,NA,NA
NA,NA,83.29,89.07,85.69,NA
NA,89.82,NA,92.29,NA,NA
NA,NA,NA,NA,95.84,85.83
83.14,84.87,NA,88.24,NA,NA
NA,NA,89.13,94.48,91.13,90.22
84.38,86.75,83.7,86.54,83.89,NA
80.76,NA,81.43,NA,NA,NA
92.6,95.16,NA,91.29,NA,NA
94.45,96.12,90.47,91.83,89.97,87.29
NA,84.02,NA,83.49,NA,NA
NA,85.51,85.25,85.64,NA,NA
96.3,97.77,98.6,99.03,98.95,92.49
NA,82.98,NA,88.71,NA,NA
NA,NA,NA,NA,91.12,86.33
94.28,NA,93.56,89.97,89.77,NA
93.14,87.1,NA,NA,NA,NA
93.15,87.92,NA,NA,NA,NA
93.09,NA,85.33,96.23,93.4,NA
NA,NA,92.85,95.94,88.54,90.16
92.24,96.96,92.66,96.71,90.08,92.23
NA,NA,NA,NA,94.28,87.18
NA,NA,NA,NA,93.76,90.91
NA,82.99,84.19,NA,NA,NA
85.78,82.02,86.86,83.54,85.22,NA
NA,82.79,82.62,NA,NA,NA
88.92,94.1,91.09,95.31,88.86,85.79
86.31,89.1,89.51,90.04,NA,NA
NA,NA,94.49,97.43,84.48,NA
NA,NA,NA,NA,91.8,89.59
NA,88.24,NA,89.65,NA,NA
81.64,NA,79.08,NA,NA,NA
80.91,81.84,NA,NA,NA,NA
NA,89.07,NA,84.37,NA,NA
93.02,86.83,NA,84.28,NA,NA
85.29,85.06,85.82,84.12,NA,NA
NA,92.42,86.45,NA,84.25,NA
NA,NA,90.42,NA,90.91,NA
82.85,83.54,82.19,NA,NA,NA
NA,87.52,84.03,91,88.56,NA
91.81,90.74,NA,84.87,NA,NA
85.15,88.95,87.23,86.37,82.86,NA
NA,82.25,85.18,NA,NA,NA
91.52,92.55,NA,86.6,NA,NA
NA,90.68,NA,90.18,88.99,NA
97.08,86.62,87.5,NA,NA,NA
93.64,92.61,NA,NA,NA,NA
NA,90.86,86.74,93.21,NA,NA
82.93,84.21,85.41,89.49,89.02,85.05
NA,NA,84.63,82.36,87.59,NA
87.87,80.15,81.27,NA,NA,NA
87.59,85.05,NA,NA,NA,NA
97.82,90.02,NA,87.79,NA,NA
NA,84.62,83.05,NA,81,NA
82.32,86.49,82.92,NA,NA,NA
97,92.21,93.23,88.68,87.8,NA
89.55,83.13,NA,85.17,82.31,NA
87.28,NA,88.7,NA,84.77,NA
94.11,93.5,90.18,88.19,87.13,NA
93.8,NA,93.27,NA,93.84,94
94.99,96.65,NA,89.63,NA,NA
91.3,NA,93.31,NA,83.86,82.61
NA,95.53,NA,96.39,NA,NA
99.6,94.88,90.83,NA,93.02,NA
94.33,99.08,85.91,NA,88.26,87.63
92.12,NA,95.36,NA,92.67,NA
96.13,NA,95.93,NA,96.39,92.09
95.66,91.44,89.34,89.58,NA,NA
93.35,93.24,NA,85.86,NA,NA
NA,NA,NA,87.17,86.22,NA
94.18,85.97,NA,NA,NA,NA
89.97,93.58,90.57,94.28,NA,NA
NA,92.73,89.28,NA,90.05,NA
90.93,88.53,85.54,84.42,NA,NA
NA,88.65,91.14,87.62,88.04,NA
87.62,88.54,NA,90.19,92.16,NA
95.61,91.48,NA,NA,NA,NA
97.81,90.52,95.36,NA,NA,NA
90.91,92.39,84.36,84.01,NA,NA
97.44,91.87,89.43,87.31,NA,NA
95.37,94.4,NA,NA,NA,NA
90.57,80.37,NA,NA,NA,NA
89.39,86.81,NA,NA,NA,NA
NA,NA,103.75,98.99,NA,NA
99.11,98.94,94.8,101.83,98.34,93.24
86.93,88.78,88.93,93.88,89.22,NA
94.65,97.36,91.04,101.27,97.57,89.2
88.49,92.35,88.21,92.69,93.11,86.3
86.59,96.39,NA,96.27,91.93,90.53
88.17,90.01,86.17,83.99,NA,NA
89.12,80.85,86.14,89.41,83.28,NA
88.09,NA,93.52,NA,92.74,90.31
NA,NA,88.08,89.53,85.99,NA
91.15,93.69,90.67,92.08,90.85,88.05
95.6,NA,86.87,NA,NA,NA
NA,NA,NA,85.08,79.36,NA
84.69,85.01,88.53,82.07,82.29,NA
85.6,83.15,88.05,NA,84.44,NA
83.67,84.18,84.9,81.67,83.56,NA
85.86,NA,77.6,NA,NA,NA
97.7,92.94,91.33,89.25,NA,NA
90.9,NA,92.49,94.89,91.44,91.09
NA,89.12,84.74,NA,NA,NA
89.21,90.01,85.79,83.73,NA,NA
98.86,85.56,92.31,90.06,NA,NA
93.19,96.08,92.32,NA,88.61,NA
94.64,89.58,NA,85.53,NA,NA
82.65,90.34,88.87,83.17,NA,NA
97.73,91.22,85.22,84.33,NA,NA
97.61,90.44,89.48,87.08,NA,NA
94.56,84.49,80.56,79.68,NA,NA
NA,NA,NA,85.96,86.8,NA
92.93,90.03,89.31,82.07,81.78,NA
95.13,87.15,NA,NA,NA,NA
97.06,91.03,NA,85.67,NA,NA
102.39,96.39,89.36,NA,88.82,NA
96.7,93.38,NA,NA,NA,NA
NA,NA,NA,88.31,85.72,NA
96.08,90.38,NA,NA,NA,NA
95.41,86.62,NA,NA,NA,NA
95.18,88.02,NA,NA,NA,NA
NA,87.18,NA,87.12,87.18,84
93.81,92.42,90.62,85.66,87.3,NA
94.37,87.51,NA,NA,NA,NA
106.32,100.79,93.88,92.71,92.64,NA
91.8,87.47,81.86,NA,NA,NA
98.56,92.99,NA,87.23,85.9,NA
NA,94.35,90.61,84.81,NA,NA
96.59,92.92,87.65,85.22,NA,NA
NA,90.87,NA,92.36,90.65,NA
89.66,90.99,88.58,NA,NA,NA
94.09,102.12,NA,85.74,NA,NA
100.44,NA,95.68,93.71,91.21,87.61
96.28,93.94,91.53,89.06,88.7,NA
NA,NA,NA,86.28,89.8,NA
95.28,96.27,92.07,86.9,NA,NA
91.99,90.13,NA,NA,NA,NA
91.19,88.14,NA,NA,NA,NA
99.18,90.44,89.8,83.99,NA,NA
97.58,89.81,NA,NA,NA,NA
NA,98.95,NA,84.64,NA,NA
89.73,89.9,NA,NA,NA,NA
NA,NA,NA,90.34,87.45,NA
95.13,89.3,84.98,87.55,83.34,NA
NA,86.36,NA,90.57,NA,NA
96.44,88.87,NA,86.79,NA,NA
93.11,89.37,87.99,NA,NA,NA
96.71,95.77,NA,NA,NA,NA
92.88,82.87,85.59,NA,NA,NA
93.82,91.52,NA,NA,NA,NA
100.08,97.97,95.97,101.97,99.83,94.9
91.86,92.41,NA,92.87,89.87,NA
93.45,95.09,93.13,93.29,93.06,89.25
92.28,94.21,91.38,95.86,92.82,89.29
96.04,91.42,89,NA,NA,NA
94.4,89.11,NA,NA,NA,NA
95.86,97.68,95.78,101.61,96.99,97.14
94.79,87.18,NA,NA,NA,NA
96.94,100.29,96.08,101.06,98.77,96.37
89.32,88.95,NA,91.98,NA,NA
89.87,87.3,NA,NA,NA,NA
NA,90.05,NA,98.11,NA,NA
95.75,99.41,94.67,88.2,95.77,NA
84.99,NA,97.64,NA,103.12,100.42
93.65,92.18,NA,NA,NA,NA
91.88,93.29,NA,NA,NA,NA
91.64,91.69,92.71,92.92,90.5,86.54
NA,97.26,NA,96.84,NA,NA
91.83,96.5,98.45,95.63,91.68,96.23
95.26,NA,91.9,NA,NA,NA
NA,NA,NA,NA,87.2,90.7
85.83,91.13,87.68,90.7,91.51,88.58
97.25,93.08,91.57,89.2,NA,NA
90.74,93.3,NA,87.96,NA,NA
87.86,84.97,91.42,NA,88.94,NA
90.2,94.89,91.38,NA,NA,NA
NA,95.75,NA,94.96,94.4,NA
96.45,100.45,95.58,97.64,95.07,100.51
86.29,93.24,86.97,93.36,94.46,86.21
NA,84.79,84.15,NA,NA,NA
94.76,86.71,85.68,83.55,NA,NA
91.18,94.07,92.02,90.68,87.14,84.64
97.13,93.93,89.93,NA,NA,NA
92.58,88.79,NA,NA,NA,NA
95.94,98.75,94.66,95.94,95.17,91.99
NA,NA,NA,NA,95.69,91.66
93.53,98.74,95.01,97.55,94.12,93.9
89.77,93.09,NA,94.7,NA,NA
91.28,87.16,NA,NA,NA,NA
98.83,104.33,100.43,101.5,98.38,95.88
86.11,90.61,NA,86.94,NA,NA
95.91,100.12,95.16,99.29,NA,NA
83.12,92.64,NA,92.39,91.21,NA
89.26,91.13,90.23,90.28,NA,NA
89.48,91.23,NA,91.09,NA,NA
NA,87.36,87.22,NA,NA,NA
NA,81.72,84.43,NA,NA,NA
90.83,92.3,91.21,90.05,90.21,86.55
87.57,96,89.35,93.37,89.34,NA
NA,86.67,NA,90.55,87.97,NA
NA,83.35,88.27,92.36,90.47,91.95
92.68,92.94,88.52,91.49,92.05,89.21
91.63,93.68,91.89,93.82,91.33,87.38
NA,NA,NA,NA,90.22,87.02
90.88,88.34,NA,NA,NA,NA
79.94,87.32,83.97,NA,NA,NA
87.62,NA,90.92,NA,NA,NA
93.09,84.67,89.7,NA,NA,NA
90.25,93.95,NA,NA,NA,NA
94.15,82.53,NA,92.94,NA,NA
NA,NA,NA,NA,94,82.82
80.89,83.66,NA,NA,NA,NA
90.39,92.71,NA,92.25,91.2,87.73
84.19,91.61,NA,NA,NA,NA
105.63,95.76,94.35,NA,NA,NA
NA,85.62,86.17,NA,NA,NA
87.23,87.52,87.47,NA,NA,NA
86.71,90.54,NA,90.65,NA,NA
85.87,86.72,NA,86.56,NA,NA
89.11,90.31,87.2,92.03,91.61,87.57
88.47,91.23,89.93,90.55,NA,NA
84.92,NA,85.12,92.63,87.38,84.74
83.28,84.65,88.25,NA,NA,NA
NA,89.32,NA,85.41,85.72,NA
86.69,84,NA,81.8,NA,NA
81.13,NA,87.16,NA,NA,NA
84.25,74.99,80.57,NA,NA,NA
91.23,87.39,86.27,80.92,NA,NA
82.81,NA,86.53,NA,NA,NA
82.01,81.58,NA,NA,NA,NA
NA,81.47,82.16,84,NA,NA
80.82,NA,80.82,NA,NA,NA
84.68,88.81,NA,84.89,NA,NA
98.76,102.4,97.32,105.11,96.22,94.32
79.6,NA,84.89,NA,NA,NA
87.44,87.9,89.47,91.45,86.45,82.72
78.49,87.16,82.7,85.9,NA,NA
89.7,89.74,90.02,91.18,89.48,NA
92.23,88.15,84.52,85.5,85.33,NA
84.3,83.13,NA,NA,NA,NA
NA,86.97,85.31,NA,NA,NA
82.81,84.32,80.87,NA,NA,NA
77.66,83.96,82.79,NA,NA,NA
81.56,82.38,82.36,85.97,84.52,NA
88.44,90.16,86.68,90.07,91.24,87.34
91.38,94.26,89.5,96.31,92.57,91.67
93.7,77.3,92.37,100.75,90.74,91
88.26,84.52,NA,NA,NA,NA
91.48,93.23,80.6,95.75,94.44,91.94
NA,92.53,95.6,80.65,NA,NA
NA,NA,80.21,89.36,NA,NA
NA,NA,NA,88.75,88.44,NA
86.6,90.41,86.97,87.68,85.33,NA
76.53,83.94,77.4,79.35,NA,NA
81.92,81.86,78.76,85.65,NA,NA
85.81,NA,87.25,NA,NA,NA
NA,101.45,97.46,99.29,96.02,97.3
NA,81.51,81.63,80.57,NA,NA
80.13,82.06,NA,NA,NA,NA
83.01,88.53,85.01,89.97,88.76,NA
80.68,83.54,83.53,85.16,NA,NA
80.06,85.3,NA,NA,NA,NA
85.11,NA,79.52,NA,NA,NA
NA,82.95,84.1,NA,82.8,NA
87.76,84.44,81.04,85.77,NA,NA
NA,84.8,80.66,NA,NA,NA
81.33,83.74,84.85,84.23,NA,NA
85.11,NA,87.35,NA,NA,NA
83.61,NA,85.94,NA,NA,NA
81.66,82.74,86.55,94.88,NA,NA
87.37,91.81,88.53,NA,90.16,87.04
NA,92.17,NA,86.76,NA,NA
92.78,78.09,90.87,NA,86.03,84.1
75.89,NA,86.26,90.25,90.03,88.47
84.34,84.88,86.87,82.31,NA,NA
80.71,83.46,80.66,NA,81.91,NA
85.11,86.8,83.62,91.09,85.23,86.83
81.66,87.82,84.67,89.29,NA,NA
NA,NA,NA,88.27,82.53,NA
89.37,91.12,87.84,90.46,88.8,85.57
83.9,85.87,NA,89.58,87.81,NA
82.96,86.59,NA,NA,NA,NA
87.54,NA,86.03,NA,85.78,82.36
83.97,89.71,84,86.6,NA,NA
85.55,84.17,87.29,85.48,85.86,NA
95.15,98.29,97.52,98.23,95.17,95.32
84.09,82,NA,NA,NA,NA
85.79,87.37,87.06,83.99,84.6,84.28
81.1,85.54,NA,NA,NA,NA
85.65,74.16,82.02,NA,NA,NA
NA,NA,85.51,79.91,NA,NA
85.65,84.91,87.88,NA,83.27,82.7
86.26,86.41,81.44,88,82.38,NA
NA,87.27,81.79,NA,83.03,NA
104.07,100.06,NA,103.64,NA,NA
NA,90.07,NA,87.95,NA,NA
90.7,83.25,82.69,NA,86.1,NA
85.99,86.73,83.8,82.81,82.55,78.06
NA,92.94,88.16,92.13,NA,NA
82.11,85.71,80.64,88.7,83.89,NA
NA,NA,NA,87.86,86.37,NA
90.7,91.17,87.53,NA,87.71,84.95
92.08,92.83,90.39,90.94,94.53,91.26
80.91,81.33,87.13,NA,84.66,NA
85.08,82.8,84.42,82.89,85.63,NA
78.92,84.91,86.89,81.13,82.16,80.28
NA,NA,NA,NA,98.27,94.72
NA,92.09,NA,92.55,NA,NA
91.8,84.33,89.77,NA,91.14,86.94
80.96,80.36,NA,NA,NA,NA
NA,NA,NA,86.28,83.15,NA
92.11,76.24,83.11,NA,85.04,NA
91.15,86.02,85.09,NA,NA,NA
86.21,85.65,86.3,NA,83.16,NA
91.87,98.71,90.99,91.04,87.16,NA
NA,NA,96.61,102.06,93.98,97.5
89.32,85.85,87.94,86.11,85.77,NA
NA,89.81,NA,85.34,NA,NA
83.57,NA,79.85,NA,NA,NA
86.43,88.68,88.47,87.37,86.53,NA
NA,79.06,91.41,89.05,88.63,84.93
NA,80.71,86.21,NA,81.66,NA
89.36,NA,87.33,NA,83.72,NA
83.05,83.51,NA,NA,NA,NA
86.48,NA,86.08,NA,NA,NA
94.41,83.35,NA,NA,NA,NA
97.61,99.34,97.71,98.74,94.48,94.01
87.55,83.83,88.55,83.96,85.68,NA
94.92,NA,88.79,NA,84.92,NA
81.56,88.75,85.66,84.17,87.19,85.59
80.76,81.36,85.33,82.21,82.91,NA
87.08,81.18,85,NA,NA,NA
92.54,86.03,87.21,86.34,83.91,NA
88.1,89.21,NA,82.49,82.28,NA
82.8,77.84,NA,NA,NA,NA
90.05,96.53,95.53,96.88,90.82,92.33
89.48,80.19,NA,81.21,NA,NA
86.12,82.52,NA,NA,NA,NA
84.63,80.33,NA,NA,NA,NA
85.58,88.62,NA,86.86,NA,NA
89.07,89.18,87.54,89.32,88.34,84.16
81.83,86.36,84.31,88.83,83.96,NA
88.09,NA,87.29,NA,82.99,NA
NA,89.14,84.52,89.09,82.01,NA
85.85,88.33,87.02,87.55,84.22,NA
78.83,90.09,87.84,92.01,85.35,NA
86.32,86.12,88.82,NA,NA,NA
96.03,100.06,99.92,101.2,95.63,84.26
89.26,NA,88.2,NA,86.23,85.26
86.95,84.39,NA,86.43,NA,NA
NA,80.97,NA,87.12,NA,NA
80.57,86.13,NA,80.79,78.46,NA
87.18,NA,86,83.66,84.63,NA
90.25,93.48,89.1,90.41,87.71,NA
85.39,88.84,83.81,85.24,NA,NA
NA,NA,85.38,85.65,84.59,NA
87.88,NA,88.13,88.29,NA,NA
80.14,90.73,89.18,88.41,86.61,NA
90.93,101.09,93.97,96.84,90.59,88.62
87.99,94.39,88.28,88.04,84,81.15
NA,87.84,NA,84.41,NA,NA
99.31,NA,98.01,NA,78.94,NA
95.1,93.3,90.63,91.33,86.08,87.8
85.64,88.59,85.75,90.99,NA,NA
93.9,102.33,93.51,105.47,98.31,94.43
NA,95.79,NA,91.37,NA,NA
82.17,85.46,NA,NA,NA,NA
90.39,NA,88.73,NA,NA,NA
85.26,104.45,82.22,108.24,NA,NA
NA,NA,82.34,NA,87.87,84.89
97.49,83.3,99.39,NA,101.7,97.02
NA,99.85,93.63,97.18,96.75,NA
94.62,94.03,91.16,93.16,93.9,NA
NA,NA,95.92,NA,97.68,91.28
NA,NA,NA,88.61,82.78,NA
87.03,89.59,89.1,88.25,85.99,81.73
86.24,95.04,85.7,NA,NA,NA
87.39,82.69,87.53,81.23,NA,NA
